"","Plot","SampleYear","Elevation","Slope","BurnScar","PRam","Fire","HostCwdMass","PlotCwdMass","DeadHostBiomass"
"291","BS603",2013,491,31,"sober",1,0,61.113575021431,203.218527649674,117564.130819528
"292","BS603",2018,491,31,"sober",1,1,6.74459145527969,6.74459145527969,3320.87430144225
"293","BS603",2022,491,31,"sober",1,1,18.7632071875965,24.0183778394202,NA
"294","BS603",2022,491,31,"sober",1,1,18.7632071875965,24.0183778394202,NA
"295","BS604",2018,550,33,"sober",1,1,3.14754333258357,3.14754333258357,12511.3793613428
"296","BS611",2009,378,35,"dolan_chalk",1,1,4.38525129575533,4.38525129575533,7.51260895993954
"297","BS611",2010,378,35,"dolan_chalk",1,1,13.7464706487296,13.7464706487296,40812.9285737308
"298","BS611",2013,378,35,"dolan_chalk",1,1,16.653478257474,19.4067157934608,10142.5076311631
"299","BS611",2018,378,35,"dolan_chalk",1,1,16.7605731413617,19.2389468886892,31768.6264548232
"300","BS611",2021,378,35,"dolan_chalk",1,1,3.14754188432188,4.49505741839577,5133.00941925519
"301","BS613",2018,291,40,"dolan_chalk",1,1,21.8407384706239,25.913565317494,7870.57490854603
"302","BS613",2021,291,40,"dolan_chalk",1,1,1.65956306802135,1.65956306802135,2810.65593743589
"303","BS627",2009,119,28,"chalk",1,1,6.75124633590063,15.0435021343715,111.773056696453
"304","BS629",2009,373,30,"chalk",1,1,6.67119262210844,6.67119262210844,2.172616656381
"305","BS629",2018,373,30,"chalk",1,1,39.4303921430712,39.4303921430712,264.268280857029
"306","BS632",2009,499,19,"sober_chalk",0,1,8.50453067218252,122.329655283994,2190.32682403474
"307","BS632",2018,499,19,"sober_chalk",0,1,6.73195507113387,28.6370795868094,3110.19050751929
"308","BS632",2023,499,19,"sober_chalk",0,1,6.52709577769087,8.25452097109746,6.84289667539749
"309","BS633",2019,639,33,"sober_chalk",1,1,2.98457633888401,32.5028516048441,15448.6650879203
"310","BS633",2023,639,33,"sober_chalk",1,1,2.64979521680266,29.9912730285438,NA
