Plot,SampleYear,Species,DecayClass,VolumePlot,Density,MassPlot
BS412,2022,PSME,1,0.065613144,0.45986923,0.030173466
BS048,2021,PSME,2,0.261892588,0.46772727,0.122494305
BS053,2009,PSME,2,1.700667804,0.46772727,0.795448709
BS053,2010,PSME,2,0.678335631,0.46772727,0.317276073
BS168,2009,PSME,2,1.110996753,0.46772727,0.519643478
BS053,2010,PSME,3,1.022332173,0.47825,0.488930362
BS053,2018,PSME,3,1.022332173,0.47825,0.488930362
BS053,2021,PSME,3,0.268570829,0.47825,0.128443999
BS002,2022,QUAG,1,1.670235156,0.621892006,1.038705892
BS044,2011,QUAG,1,0.126301449,0.621892006,0.078545861
BS044,2021,QUAG,1,0.676699411,0.621892006,0.420833954
BS046,2014,QUAG,1,2.396101396,0.621892006,1.490116304
BS046,2019,QUAG,1,2.443527664,0.621892006,1.519610321
BS046,2021,QUAG,1,3.635621725,0.621892006,2.260964088
BS047,2014,QUAG,1,5.088607267,0.621892006,3.164564181
BS047,2019,QUAG,1,2.894464805,0.621892006,1.800044524
BS057,2011,QUAG,1,1.46526236,0.621892006,0.911234948
BS057,2014,QUAG,1,0.337141414,0.621892006,0.20966555
BS060,2021,QUAG,1,0.339186803,0.621892006,0.210937561
BS062,2019,QUAG,1,0.103350741,0.621892006,0.064273
BS071,2021,QUAG,1,1.915995313,0.621892006,1.191542169
BS073,2021,QUAG,1,0.052841588,0.621892006,0.032861761
BS085,2022,QUAG,1,0.283823261,0.621892006,0.176507417
BS132,2019,QUAG,1,1.922913748,0.621892006,1.195844688
BS132,2022,QUAG,1,1.531094941,0.621892006,0.952175704
BS140,2018,QUAG,1,0.303565108,0.621892006,0.188784714
BS158,2019,QUAG,1,0.198930673,0.621892006,0.123713395
BS158,2022,QUAG,1,0.198930673,0.621892006,0.123713395
BS175,2014,QUAG,1,0.056941367,0.621892006,0.035411381
BS188,2014,QUAG,1,0.106821494,0.621892006,0.066431433
BS193,2009,QUAG,1,1.344012607,0.621892006,0.835830696
BS202,2019,QUAG,1,0.09346301,0.621892006,0.058123899
BS202,2023,QUAG,1,0.09346301,0.621892006,0.058123899
BS233,2009,QUAG,1,0.314527421,0.621892006,0.195602089
BS233,2019,QUAG,1,0.06707909,0.621892006,0.04171595
BS233,2022,QUAG,1,0.094483399,0.621892006,0.058758471
BS234,2009,QUAG,1,0.817206789,0.621892006,0.508214369
BS245,2009,QUAG,1,6.566335639,0.621892006,4.083551643
BS245,2023,QUAG,1,0.464847406,0.621892006,0.289084886
BS251,2011,QUAG,1,0.083568328,0.621892006,0.051970475
BS251,2014,QUAG,1,0.025233429,0.621892006,0.015692468
BS251,2019,QUAG,1,0.702396422,0.621892006,0.43681472
BS251,2022,QUAG,1,0.674630122,0.621892006,0.41954708
BS272,2011,QUAG,1,1.298887988,0.621892006,0.807768056
BS272,2019,QUAG,1,0.436809988,0.621892006,0.27164864
BS272,2022,QUAG,1,0.524932526,0.621892006,0.326451342
BS301,2018,QUAG,1,1.076765174,0.621892006,0.669631654
BS312,2019,QUAG,1,1.480229826,0.621892006,0.920543096
BS312,2022,QUAG,1,1.627039082,0.621892006,1.011842599
BS313,2013,QUAG,1,0.250149315,0.621892006,0.155565859
BS316,2011,QUAG,1,0.407357812,0.621892006,0.253332567
BS316,2019,QUAG,1,0.042283795,0.621892006,0.026295954
BS316,2022,QUAG,1,1.627473211,0.621892006,1.01211258
BS326,2011,QUAG,1,0.0758664,0.621892006,0.047180708
BS326,2014,QUAG,1,0.0758664,0.621892006,0.047180708
BS328,2014,QUAG,1,0.399062692,0.621892006,0.248173898
BS373,2022,QUAG,1,1.631997497,0.621892006,1.014926197
BS383,2011,QUAG,1,0.227961727,0.621892006,0.141767576
BS383,2014,QUAG,1,0.295410849,0.621892006,0.183713645
BS383,2019,QUAG,1,2.972110052,0.621892006,1.848331482
BS383,2021,QUAG,1,0.685359957,0.621892006,0.426219878
BS415,2014,QUAG,1,3.924845266,0.621892006,2.440829896
BS415,2019,QUAG,1,0.118810714,0.621892006,0.073887433
BS415,2021,QUAG,1,3.577530653,0.621892006,2.224837714
BS458,2014,QUAG,1,0.127627202,0.621892006,0.079370337
BS458,2021,QUAG,1,2.118240052,0.621892006,1.317316555
BS513,2019,QUAG,1,1.686815343,0.621892006,1.049016977
BS020,2011,QUAG,2,0.638534519,0.428667066,0.273718719
BS020,2019,QUAG,2,0.160132789,0.428667066,0.068643653
BS044,2014,QUAG,2,0.126301449,0.428667066,0.054141272
BS044,2019,QUAG,2,0.126301449,0.428667066,0.054141272
BS046,2019,QUAG,2,0.24633228,0.428667066,0.105594536
BS047,2009,QUAG,2,0.030661944,0.428667066,0.013143766
BS047,2011,QUAG,2,0.030661944,0.428667066,0.013143766
BS047,2014,QUAG,2,0.030661944,0.428667066,0.013143766
BS047,2019,QUAG,2,2.224804407,0.428667066,0.953700378
BS057,2014,QUAG,2,1.128120946,0.428667066,0.483588296
BS057,2019,QUAG,2,0.066589543,0.428667066,0.028544744
BS062,2011,QUAG,2,0.550775856,0.428667066,0.23609947
BS066,2021,QUAG,2,0.30089122,0.428667066,0.128982156
BS085,2011,QUAG,2,0.062532224,0.428667066,0.026805505
BS085,2014,QUAG,2,0.062532224,0.428667066,0.026805505
BS126,2011,QUAG,2,0.102290257,0.428667066,0.043848464
BS126,2014,QUAG,2,0.102290257,0.428667066,0.043848464
BS132,2022,QUAG,2,0.391818807,0.428667066,0.167959818
BS140,2013,QUAG,2,0.290167786,0.428667066,0.124385373
BS140,2022,QUAG,2,0.303565108,0.428667066,0.130128364
BS158,2009,QUAG,2,0.632696536,0.428667066,0.271216168
BS158,2011,QUAG,2,0.632696536,0.428667066,0.271216168
BS158,2014,QUAG,2,0.632696536,0.428667066,0.271216168
BS175,2009,QUAG,2,0.549935794,0.428667066,0.235739363
BS175,2011,QUAG,2,0.549935794,0.428667066,0.235739363
BS175,2014,QUAG,2,0.573503629,0.428667066,0.245842118
BS188,2009,QUAG,2,0.03622649,0.428667066,0.015529103
BS188,2011,QUAG,2,5.5703,0.428667066,2.387804158
BS188,2014,QUAG,2,6.037478586,0.428667066,2.588068231
BS193,2009,QUAG,2,0.443671423,0.428667066,0.190187327
BS196,2023,QUAG,2,3.236404349,0.428667066,1.387339957
BS202,2023,QUAG,2,0.027465374,0.428667066,0.011773501
BS233,2014,QUAG,2,0.62129012,0.428667066,0.266326613
BS233,2019,QUAG,2,0.62129012,0.428667066,0.266326613
BS233,2022,QUAG,2,0.78554421,0.428667066,0.336736932
BS251,2014,QUAG,2,0.275003318,0.428667066,0.117884865
BS272,2011,QUAG,2,0.178311772,0.428667066,0.076436384
BS272,2014,QUAG,2,1.868529107,0.428667066,0.80097689
BS272,2019,QUAG,2,1.246463917,0.428667066,0.53431803
BS272,2022,QUAG,2,1.108862159,0.428667066,0.475332688
BS273,2011,QUAG,2,0.018849556,0.428667066,0.008080184
BS273,2014,QUAG,2,0.304970028,0.428667066,0.130730607
BS273,2019,QUAG,2,0.304970028,0.428667066,0.130730607
BS273,2022,QUAG,2,0.242122467,0.428667066,0.103789928
BS301,2010,QUAG,2,0.058523159,0.428667066,0.025086951
BS301,2013,QUAG,2,0.058523159,0.428667066,0.025086951
BS301,2018,QUAG,2,1.579872231,0.428667066,0.677239194
BS312,2022,QUAG,2,0.202274585,0.428667066,0.086708453
BS313,2018,QUAG,2,0.250149315,0.428667066,0.107230773
BS316,2014,QUAG,2,0.407357812,0.428667066,0.174620878
BS316,2019,QUAG,2,0.407357812,0.428667066,0.174620878
BS316,2022,QUAG,2,0.398253889,0.428667066,0.170718326
BS373,2009,QUAG,2,1.437142255,0.428667066,0.616055554
BS373,2022,QUAG,2,0.946332452,0.428667066,0.405661556
BS379,2009,QUAG,2,11.47397001,0.428667066,4.91851306
BS383,2009,QUAG,2,3.567506224,0.428667066,1.529272426
BS383,2011,QUAG,2,3.524600197,0.428667066,1.510880025
BS383,2014,QUAG,2,1.644616085,0.428667066,0.704992752
BS383,2019,QUAG,2,1.507519946,0.428667066,0.646224152
BS415,2011,QUAG,2,0.145926979,0.428667066,0.06255409
BS415,2019,QUAG,2,3.924845266,0.428667066,1.682451905
BS458,2009,QUAG,2,0.031415927,0.428667066,0.013466973
BS458,2011,QUAG,2,0.031415927,0.428667066,0.013466973
BS458,2014,QUAG,2,0.063998169,0.428667066,0.027433907
BS458,2019,QUAG,2,0.191625371,0.428667066,0.082143486
BS513,2009,QUAG,2,1.191460795,0.428667066,0.510740003
BS513,2011,QUAG,2,1.191460795,0.428667066,0.510740003
BS520,2011,QUAG,2,0.355332782,0.428667066,0.152319461
BS520,2014,QUAG,2,0.58204456,0.428667066,0.249503334
BS020,2014,QUAG,3,0.638534519,0.460824917,0.294252617
BS020,2019,QUAG,3,1.108673859,0.460824917,0.510904539
BS020,2022,QUAG,3,0.701134522,0.460824917,0.323100258
BS046,2011,QUAG,3,0.035,0.460824917,0.016128872
BS057,2019,QUAG,3,1.209663858,0.460824917,0.557443247
BS062,2014,QUAG,3,0.550775856,0.460824917,0.253811238
BS062,2019,QUAG,3,0.550775856,0.460824917,0.253811238
BS073,2011,QUAG,3,0.251720111,0.460824917,0.115998899
BS073,2014,QUAG,3,0.251720111,0.460824917,0.115998899
BS073,2019,QUAG,3,0.251720111,0.460824917,0.115998899
BS126,2009,QUAG,3,0.102290257,0.460824917,0.047137899
BS138,2009,QUAG,3,0.270569667,0.460824917,0.124685244
BS140,2018,QUAG,3,0.188593734,0.460824917,0.086908692
BS140,2022,QUAG,3,0.188593734,0.460824917,0.086908692
BS175,2014,QUAG,3,0.046343224,0.460824917,0.021356112
BS188,2011,QUAG,3,0.048538078,0.460824917,0.022367556
BS188,2014,QUAG,3,0.204661979,0.460824917,0.094313339
BS193,2009,QUAG,3,0.321333387,0.460824917,0.148078431
BS202,2009,QUAG,3,0.167761048,0.460824917,0.077308471
BS202,2011,QUAG,3,0.167761048,0.460824917,0.077308471
BS202,2014,QUAG,3,0.167761048,0.460824917,0.077308471
BS217,2009,QUAG,3,0.146005519,0.460824917,0.067282981
BS217,2011,QUAG,3,0.188542683,0.460824917,0.086885166
BS217,2014,QUAG,3,0.188542683,0.460824917,0.086885166
BS233,2011,QUAG,3,0.314527421,0.460824917,0.144942073
BS233,2019,QUAG,3,0.2188,0.460824917,0.100828492
BS233,2022,QUAG,3,0.2188,0.460824917,0.100828492
BS272,2019,QUAG,3,0.675447722,0.460824917,0.31126314
BS272,2022,QUAG,3,0.675447722,0.460824917,0.31126314
BS273,2022,QUAG,3,0.062847561,0.460824917,0.028961722
BS301,2010,QUAG,3,0.06956299,0.460824917,0.032056359
BS301,2013,QUAG,3,0.06956299,0.460824917,0.032056359
BS301,2018,QUAG,3,0.030548847,0.460824917,0.01407767
BS313,2022,QUAG,3,0.250149315,0.460824917,0.115275037
BS316,2022,QUAG,3,0.422049411,0.460824917,0.194490885
BS326,2009,QUAG,3,0.0758664,0.460824917,0.034961127
BS328,2011,QUAG,3,0.217177672,0.460824917,0.100080883
BS328,2014,QUAG,3,0.217177672,0.460824917,0.100080883
BS328,2019,QUAG,3,0.616240364,0.460824917,0.283978915
BS328,2022,QUAG,3,0.399062692,0.460824917,0.183898032
BS373,2022,QUAG,3,0.450768477,0.460824917,0.207725346
BS383,2011,QUAG,3,0.056270833,0.460824917,0.025931002
BS383,2014,QUAG,3,2.164216672,0.460824917,0.997324968
BS383,2019,QUAG,3,2.603806969,0.460824917,1.19989913
BS494,2010,QUAG,3,0.416111958,0.460824917,0.191754759
BS494,2013,QUAG,3,0.416111958,0.460824917,0.191754759
BS494,2018,QUAG,3,0.416111958,0.460824917,0.191754759
BS494,2022,QUAG,3,0.416111958,0.460824917,0.191754759
BS513,2014,QUAG,3,1.191460795,0.460824917,0.549054822
BS513,2019,QUAG,3,1.932495743,0.460824917,0.89054219
BS520,2011,QUAG,3,0.065973446,0.460824917,0.030402208
BS520,2014,QUAG,3,0.384059702,0.460824917,0.17698428
BS520,2022,QUAG,3,0.991282163,0.460824917,0.45680752
BS020,2022,QUAG,4,0.638534519,0.192380422,0.12284154
BS057,2019,QUAG,4,0.189008958,0.192380422,0.036361623
BS138,2009,QUAG,4,1.603413913,0.192380422,0.308465445
BS188,2009,QUAG,4,0.069743357,0.192380422,0.013417256
BS188,2011,QUAG,4,0.105969847,0.192380422,0.020386524
BS188,2014,QUAG,4,0.105969847,0.192380422,0.020386524
BS217,2009,QUAG,4,0.042537165,0.192380422,0.008183318
BS301,2018,QUAG,4,0.039014143,0.192380422,0.007505557
BS383,2019,QUAG,4,0.056270833,0.192380422,0.010825407
BS415,2011,QUAG,4,0.088553643,0.192380422,0.017035987
BS415,2019,QUAG,4,0.088553643,0.192380422,0.017035987
BS520,2022,QUAG,4,0.163586248,0.192380422,0.031470791
BS415,2014,QUAG,5,0.088553643,0.29581395,0.026195403
BS520,2022,QUAG,5,0.318086256,0.29581395,0.094094352
BS052,2013,SESE,1,0.402205345,0.40149887,0.161484992
BS052,2018,SESE,1,0.280307623,0.40149887,0.112543194
BS053,2009,SESE,1,21.84227616,0.40149887,8.769649196
BS053,2010,SESE,1,23.70837638,0.40149887,9.518886326
BS053,2013,SESE,1,26.09138931,0.40149887,10.47566332
BS053,2018,SESE,1,26.23138296,0.40149887,10.53187062
BS058,2009,SESE,1,0.802855012,0.40149887,0.32234538
BS081,2018,SESE,1,0.037210594,0.40149887,0.014940011
BS081,2023,SESE,1,1.106199894,0.40149887,0.444138007
BS084,2022,SESE,1,0.158985009,0.40149887,0.063832301
BS140,2018,SESE,1,7.293639314,0.40149887,2.928387943
BS140,2022,SESE,1,7.293639314,0.40149887,2.928387943
BS156,2018,SESE,1,16.63344784,0.40149887,6.678310512
BS159,2023,SESE,1,3.193499422,0.40149887,1.282186409
BS160,2013,SESE,1,0.0005712,0.40149887,0.000229336
BS160,2018,SESE,1,14.19960276,0.40149887,5.701124463
BS160,2022,SESE,1,14.19960276,0.40149887,5.701124463
BS168,2018,SESE,1,1.523250678,0.40149887,0.611583426
BS168,2023,SESE,1,1.523250678,0.40149887,0.611583426
BS190,2018,SESE,1,0.691050246,0.40149887,0.277455893
BS219,2009,SESE,1,0.032201325,0.40149887,0.012928796
BS226,2018,SESE,1,8.200354005,0.40149887,3.292432867
BS226,2023,SESE,1,9.714085265,0.40149887,3.900194257
BS244,2013,SESE,1,12.63155768,0.40149887,5.071556135
BS244,2018,SESE,1,17.78116006,0.40149887,7.139115671
BS244,2023,SESE,1,17.78116006,0.40149887,7.139115671
BS246,2023,SESE,1,0.069385019,0.40149887,0.027858007
BS247,2009,SESE,1,31.24374762,0.40149887,12.54432936
BS247,2010,SESE,1,31.24374762,0.40149887,12.54432936
BS247,2013,SESE,1,31.24374762,0.40149887,12.54432936
BS247,2018,SESE,1,0.750682976,0.40149887,0.301398367
BS247,2022,SESE,1,0.254864689,0.40149887,0.102327885
BS279,2021,SESE,1,6.436078375,0.40149887,2.584078195
BS283,2013,SESE,1,0.154874235,0.40149887,0.06218183
BS283,2018,SESE,1,0.154874235,0.40149887,0.06218183
BS283,2022,SESE,1,0.154874235,0.40149887,0.06218183
BS297,2018,SESE,1,0.033025993,0.40149887,0.013259899
BS299,2009,SESE,1,4.400962901,0.40149887,1.766981632
BS301,2013,SESE,1,0.03575211,0.40149887,0.014354432
BS301,2018,SESE,1,0.981874153,0.40149887,0.394221363
BS313,2010,SESE,1,0.497691108,0.40149887,0.199822417
BS313,2013,SESE,1,37.48889882,0.40149887,15.05175051
BS313,2018,SESE,1,37.36737417,0.40149887,15.0029585
BS313,2022,SESE,1,37.36737417,0.40149887,15.0029585
BS355,2018,SESE,1,1.98067992,0.40149887,0.79524075
BS355,2023,SESE,1,2.229546602,0.40149887,0.895160441
BS388,2018,SESE,1,0.219332176,0.40149887,0.088061621
BS388,2021,SESE,1,0.033860478,0.40149887,0.013594944
BS391,2013,SESE,1,1.434783,0.40149887,0.576063753
BS391,2018,SESE,1,1.434783,0.40149887,0.576063753
BS391,2021,SESE,1,1.167887069,0.40149887,0.468905338
BS392,2013,SESE,1,0.646770518,0.40149887,0.259677632
BS392,2018,SESE,1,0.646770518,0.40149887,0.259677632
BS416,2013,SESE,1,10.8917895,0.40149887,4.373041177
BS416,2018,SESE,1,10.8917895,0.40149887,4.373041177
BS423,2021,SESE,1,1.151618174,0.40149887,0.462373396
BS433,2018,SESE,1,7.253392549,0.40149887,2.912228912
BS433,2022,SESE,1,7.253392549,0.40149887,2.912228912
BS457,2009,SESE,1,3.542082885,0.40149887,1.422142276
BS457,2010,SESE,1,4.946951067,0.40149887,1.986195263
BS457,2013,SESE,1,4.977589253,0.40149887,1.99849646
BS457,2018,SESE,1,4.505195977,0.40149887,1.808831094
BS457,2022,SESE,1,1.289481372,0.40149887,0.517725314
BS521,2022,SESE,1,0.031415927,0.40149887,0.012613459
BS601,2013,SESE,1,0.034876587,0.40149887,0.01400291
BS603,2022,SESE,1,0.654444015,0.40149887,0.262758533
BS611,2021,SESE,1,0.123938186,0.40149887,0.049761042
BS613,2018,SESE,1,0.507202778,0.40149887,0.203641342
BS632,2023,SESE,1,0.215122049,0.40149887,0.08637126
BS027,2013,SESE,2,0.203944341,0.388299293,0.079191443
BS027,2018,SESE,2,0.203944341,0.388299293,0.079191443
BS027,2022,SESE,2,1.064279817,0.388299293,0.4132591
BS048,2009,SESE,2,0.0634952,0.388299293,0.024655141
BS050,2009,SESE,2,11.4059292,0.388299293,4.428914244
BS052,2009,SESE,2,0.492099073,0.388299293,0.191081722
BS052,2010,SESE,2,0.492099073,0.388299293,0.191081722
BS052,2013,SESE,2,0.842342534,0.388299293,0.32708101
BS052,2018,SESE,2,0.964240256,0.388299293,0.37441381
BS052,2021,SESE,2,0.153840297,0.388299293,0.059736079
BS053,2009,SESE,2,0.351971632,0.388299293,0.136670336
BS053,2010,SESE,2,0.500986482,0.388299293,0.194532697
BS053,2018,SESE,2,0.284627313,0.388299293,0.110520584
BS058,2009,SESE,2,0.156871502,0.388299293,0.060913093
BS058,2010,SESE,2,0.802855012,0.388299293,0.311748034
BS058,2013,SESE,2,0.802855012,0.388299293,0.311748034
BS058,2018,SESE,2,0.802855012,0.388299293,0.311748034
BS098,2018,SESE,2,2.08575,0.388299293,0.80989525
BS098,2023,SESE,2,2.08575,0.388299293,0.80989525
BS130,2013,SESE,2,1.588690355,0.388299293,0.616887342
BS130,2018,SESE,2,1.553690355,0.388299293,0.603296866
BS147,2013,SESE,2,1.842720531,0.388299293,0.715527079
BS147,2018,SESE,2,1.087915472,0.388299293,0.422436809
BS147,2022,SESE,2,1.087915472,0.388299293,0.422436809
BS156,2009,SESE,2,1.949998341,0.388299293,0.757182977
BS156,2018,SESE,2,1.22467976,0.388299293,0.475542285
BS165,2009,SESE,2,1.468656552,0.388299293,0.570278301
BS165,2010,SESE,2,1.66572518,0.388299293,0.64679991
BS165,2013,SESE,2,1.66572518,0.388299293,0.64679991
BS165,2018,SESE,2,0.568012507,0.388299293,0.220558855
BS165,2022,SESE,2,0.269411205,0.388299293,0.10461218
BS190,2009,SESE,2,3.952595779,0.388299293,1.534790147
BS190,2018,SESE,2,9.10526183,0.388299293,3.535566731
BS219,2009,SESE,2,0.113081628,0.388299293,0.043909516
BS222,2009,SESE,2,5.715868652,0.388299293,2.219467756
BS244,2013,SESE,2,0.130988706,0.388299293,0.050862822
BS244,2018,SESE,2,1.528888463,0.388299293,0.593666309
BS244,2023,SESE,2,1.528888463,0.388299293,0.593666309
BS247,2009,SESE,2,0.364424748,0.388299293,0.141505872
BS249,2009,SESE,2,15.6646085,0.388299293,6.082556406
BS277,2009,SESE,2,0.031415927,0.388299293,0.012198782
BS279,2009,SESE,2,0.369798599,0.388299293,0.143592535
BS279,2021,SESE,2,0.679661414,0.388299293,0.263912047
BS295,2009,SESE,2,0.943420274,0.388299293,0.366329425
BS295,2010,SESE,2,0.943420274,0.388299293,0.366329425
BS295,2013,SESE,2,0.943420274,0.388299293,0.366329425
BS295,2018,SESE,2,0.217830181,0.388299293,0.084583305
BS295,2021,SESE,2,0.610030534,0.388299293,0.236874425
BS313,2010,SESE,2,36.31149735,0.388299293,14.09972875
BS313,2018,SESE,2,0.274881503,0.388299293,0.106736293
BS313,2022,SESE,2,0.274881503,0.388299293,0.106736293
BS355,2018,SESE,2,0.309482691,0.388299293,0.12017191
BS355,2023,SESE,2,0.309482691,0.388299293,0.12017191
BS388,2018,SESE,2,3.504614916,0.388299293,1.360839494
BS388,2021,SESE,2,2.644,0.388299293,1.026663331
BS391,2010,SESE,2,2.101466304,0.388299293,0.81599788
BS391,2013,SESE,2,1.2650958,0.388299293,0.491235805
BS391,2018,SESE,2,1.2650958,0.388299293,0.491235805
BS392,2009,SESE,2,0.206905292,0.388299293,0.080341179
BS392,2010,SESE,2,1.895731255,0.388299293,0.736111106
BS392,2013,SESE,2,1.895731255,0.388299293,0.736111106
BS392,2018,SESE,2,1.895731255,0.388299293,0.736111106
BS392,2021,SESE,2,0.658959741,0.388299293,0.255873602
BS394,2016,SESE,2,0.680098206,0.388299293,0.264081653
BS394,2018,SESE,2,0.49597843,0.388299293,0.192588074
BS407,2009,SESE,2,0.490252327,0.388299293,0.190364632
BS407,2010,SESE,2,0.490252327,0.388299293,0.190364632
BS407,2013,SESE,2,0.490252327,0.388299293,0.190364632
BS407,2018,SESE,2,0.188495559,0.388299293,0.073192692
BS416,2010,SESE,2,10.8917895,0.388299293,4.229274162
BS433,2009,SESE,2,0.808830243,0.388299293,0.314068212
BS433,2010,SESE,2,0.808830243,0.388299293,0.314068212
BS433,2013,SESE,2,0.941531116,0.388299293,0.365595867
BS433,2018,SESE,2,1.167395096,0.388299293,0.45329869
BS433,2022,SESE,2,1.167395096,0.388299293,0.45329869
BS457,2009,SESE,2,0.943695163,0.388299293,0.366436165
BS457,2018,SESE,2,0.472393276,0.388299293,0.183429975
BS457,2022,SESE,2,0.644254102,0.388299293,0.250163412
BS494,2010,SESE,2,0.084015337,0.388299293,0.032623096
BS494,2013,SESE,2,0.084015337,0.388299293,0.032623096
BS494,2018,SESE,2,0.084015337,0.388299293,0.032623096
BS494,2022,SESE,2,0.084015337,0.388299293,0.032623096
BS610,2009,SESE,2,5.444867016,0.388299293,2.114238013
BS612,2009,SESE,2,1.430852119,0.388299293,0.555598866
BS613,2009,SESE,2,0.42757076,0.388299293,0.166025424
BS632,2009,SESE,2,13.065047,0.388299293,5.073148513
BS632,2018,SESE,2,2.44002789,0.388299293,0.947461105
BS027,2009,SESE,3,0.461653113,0.363482315,0.167802742
BS027,2010,SESE,3,0.203944341,0.363482315,0.074130161
BS027,2013,SESE,3,1.063470857,0.363482315,0.386552849
BS027,2018,SESE,3,0.860335476,0.363482315,0.31271673
BS048,2009,SESE,3,0.71779804,0.363482315,0.260906893
BS052,2009,SESE,3,0.282192146,0.363482315,0.102571855
BS052,2010,SESE,3,0.282192146,0.363482315,0.102571855
BS053,2009,SESE,3,6.098122566,0.363482315,2.216559707
BS053,2010,SESE,3,5.93073851,0.363482315,2.155718563
BS053,2013,SESE,3,5.976185574,0.363482315,2.172237767
BS053,2018,SESE,3,5.85808918,0.363482315,2.129311817
BS058,2010,SESE,3,0.156871502,0.363482315,0.057020017
BS058,2013,SESE,3,0.156871502,0.363482315,0.057020017
BS058,2018,SESE,3,0.156871502,0.363482315,0.057020017
BS130,2009,SESE,3,1.605690355,0.363482315,0.583640047
BS130,2010,SESE,3,1.593690355,0.363482315,0.57927826
BS130,2013,SESE,3,0.1972,0.363482315,0.071678713
BS130,2018,SESE,3,0.8272,0.363482315,0.300672571
BS147,2009,SESE,3,6.844685575,0.363482315,2.487922158
BS147,2010,SESE,3,6.844685575,0.363482315,2.487922158
BS147,2013,SESE,3,5.001965044,0.363482315,1.818125834
BS147,2018,SESE,3,0.061022924,0.363482315,0.022180754
BS156,2009,SESE,3,1.626060554,0.363482315,0.591044254
BS156,2018,SESE,3,1.089256117,0.363482315,0.395925335
BS159,2009,SESE,3,1.842740441,0.363482315,0.669803561
BS165,2009,SESE,3,0.501378553,0.363482315,0.182242237
BS165,2010,SESE,3,0.501378553,0.363482315,0.182242237
BS165,2013,SESE,3,0.501378553,0.363482315,0.182242237
BS165,2018,SESE,3,0.536721431,0.363482315,0.195088748
BS165,2022,SESE,3,0.476801431,0.363482315,0.173308888
BS190,2009,SESE,3,19.32962509,0.363482315,7.025976876
BS190,2018,SESE,3,20.38097533,0.363482315,7.408124095
BS219,2009,SESE,3,3.227271739,0.363482315,1.173056203
BS226,2009,SESE,3,1.8948037,0.363482315,0.688727635
BS244,2009,SESE,3,12.63155768,0.363482315,4.591347828
BS244,2010,SESE,3,12.63155768,0.363482315,4.591347828
BS247,2009,SESE,3,2.256448923,0.363482315,0.820179278
BS247,2010,SESE,3,2.476310144,0.363482315,0.900094944
BS247,2013,SESE,3,1.175766851,0.363482315,0.427370457
BS249,2009,SESE,3,0.025132741,0.363482315,0.009135307
BS277,2009,SESE,3,0.956324366,0.363482315,0.347606994
BS279,2009,SESE,3,2.540321508,0.363482315,0.923361943
BS295,2009,SESE,3,3.402981016,0.363482315,1.236923418
BS295,2010,SESE,3,5.072483985,0.363482315,1.843758222
BS295,2013,SESE,3,5.101728286,0.363482315,1.854388008
BS295,2018,SESE,3,5.827318379,0.363482315,2.118127175
BS295,2021,SESE,3,0.401885099,0.363482315,0.146078126
BS355,2009,SESE,3,0.16847576,0.363482315,0.061237959
BS355,2010,SESE,3,0.16847576,0.363482315,0.061237959
BS355,2013,SESE,3,0.16847576,0.363482315,0.061237959
BS388,2018,SESE,3,0.838470972,0.363482315,0.30476937
BS388,2021,SESE,3,0.443,0.363482315,0.161022666
BS390,2009,SESE,3,1.198154351,0.363482315,0.435507917
BS391,2010,SESE,3,5.566730416,0.363482315,2.023408059
BS391,2013,SESE,3,3.542670991,0.363482315,1.287698253
BS391,2018,SESE,3,3.542670991,0.363482315,1.287698253
BS391,2021,SESE,3,1.374071726,0.363482315,0.499450772
BS392,2009,SESE,3,3.266141094,0.363482315,1.187184526
BS392,2010,SESE,3,1.577315132,0.363482315,0.573326156
BS392,2013,SESE,3,1.577315132,0.363482315,0.573326156
BS392,2018,SESE,3,1.577315132,0.363482315,0.573326156
BS394,2018,SESE,3,0.184119776,0.363482315,0.066924282
BS407,2009,SESE,3,6.055719351,0.363482315,2.201146889
BS407,2010,SESE,3,6.069315575,0.363482315,2.206088876
BS407,2013,SESE,3,0.485989657,0.363482315,0.176648646
BS407,2018,SESE,3,5.957544581,0.363482315,2.165462096
BS407,2021,SESE,3,2.470709469,0.363482315,0.898059197
BS423,2009,SESE,3,0.504481718,0.363482315,0.183370183
BS603,2009,SESE,3,20.29299601,0.363482315,7.376145168
BS603,2010,SESE,3,20.15370564,0.363482315,7.325515582
BS603,2013,SESE,3,19.54771206,0.363482315,7.105247633
BS610,2009,SESE,3,0.80420413,0.363482315,0.292313979
BS613,2009,SESE,3,0.105683177,0.363482315,0.038413966
BS627,2009,SESE,3,0.040251656,0.363482315,0.014630765
BS632,2009,SESE,3,1.700516614,0.363482315,0.618107716
BS632,2018,SESE,3,0.406608836,0.363482315,0.147795121
BS027,2009,SESE,4,0.860335476,0.324265378,0.278977008
BS027,2010,SESE,4,1.118044249,0.324265378,0.362543041
BS027,2013,SESE,4,0.257708772,0.324265378,0.083566032
BS027,2018,SESE,4,0.460844153,0.324265378,0.149435803
BS052,2009,SESE,4,0.113895536,0.324265378,0.036932379
BS052,2010,SESE,4,0.119102195,0.324265378,0.038620718
BS053,2010,SESE,4,0.118096395,0.324265378,0.038294572
BS156,2009,SESE,4,1.569390464,0.324265378,0.508898992
BS159,2009,SESE,4,0.401786138,0.324265378,0.130285334
